"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"My Big Fat Independent Movie","9/30/2005",3000000,4655,4655,3,0.004655,0.004655,1.7320508075688772,0.06822756041366275,0.47712125471966244,-2.3320803146826385,0.06822756041366275,-2.3320803146826385
"Demonic","12/31/2014",3000000,0,2932419,3,0,2.932419,1.7320508075688772,0,0.47712125471966244,,1.7124307285259746,0.46722602476407993
"à L'Intérieur","4/15/2008",3000000,0,895932,3,0,0.895932,1.7320508075688772,0,0.47712125471966244,,0.9465368455585868,-0.04772495143771968
"They Came Together","6/27/2014",3000000,0,82780,3,0,0.08278,1.7320508075688772,0,0.47712125471966244,,0.2877151368975918,-1.0820745779352587
"Open Road","5/21/2013",3000000,0,47469,3,0,0.047469,1.7320508075688772,0,0.47712125471966244,,0.21787381669213948,-1.323589917197932
"Four Single Fathers","12/31/2009",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Amnesiac","8/14/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Enter the Dangerous Mind","2/6/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Unnatural","12/31/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Barry Munday","10/1/2010",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Point Blank","7/8/2014",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Iguana","10/27/2014",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Never Back Down 2: The Beatdown","9/13/2011",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"AWOL-72","12/31/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Something Wicked","3/17/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"The Deported","12/31/2009",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Alice in Wonderland","7/28/1951",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Close Range","12/11/2015",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Chicago Overcoat","12/31/2009",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon ","1/15/2013",3000000,0,0,3,0,0,1.7320508075688772,0,0.47712125471966244,,0,
"Cinderella","2/15/1950",2900000,85000000,263591415,2.9,85,263.591415,1.70293863659264,9.219544457292887,0.4623979978989561,1.9294189257142926,16.235498606448772,2.420931261465058
"Central do Brasil","11/20/1998",2900000,5969553,17006158,2.9,5.969553,17.006158,1.70293863659264,2.443266870401185,0.4623979978989561,0.7759418123854092,4.123852325193035,1.2306062096816919
"Pocketful of Miracles","1/1/1961",2900000,5000000,5000000,2.9,5,5,1.70293863659264,2.23606797749979,0.4623979978989561,0.6989700043360189,2.23606797749979,0.6989700043360189
"Boynton Beach Club","3/24/2006",2900000,3127472,3127472,2.9,3.127472,3.127472,1.70293863659264,1.7684660019350102,0.4623979978989561,0.495193430180029,1.7684660019350102,0.495193430180029
"Freakonomics","10/1/2010",2900000,101270,172867,2.9,0.10127,0.172867,1.70293863659264,0.3182294769502033,0.4623979978989561,-0.9945191900205987,0.4157727744814468,-0.7622879048508049
"Griff the Invisible","8/19/2011",2900000,20778,25935,2.9,0.020778,0.025935,1.70293863659264,0.14414575956302011,0.4623979978989561,-1.6823962580668954,0.16104347239177377,-1.5861137476703961
"Some Like it Hot","3/29/1959",2883848,25000000,25000000,2.883848,25,25,1.6981896242763939,5,0.4599723661372327,1.3979400086720377,5,1.3979400086720377
"High Tension","6/10/2005",2850000,3681066,6435262,2.85,3.681066,6.435262,1.6881943016134133,1.9186104346635875,0.4548448600085102,0.5659736042379848,2.5367818195501166,0.8085662331111047
"Young Frankenstein","12/15/1974",2800000,86300000,86300000,2.8,86.3,86.3,1.6733200530681511,9.289779329994873,0.4471580313422192,1.9360107957152095,9.289779329994873,1.9360107957152095
"The Omen","6/25/1976",2800000,48570885,48570885,2.8,48.570885,48.570885,1.6733200530681511,6.969281526814654,0.4471580313422192,1.686376016734615,6.969281526814654,1.686376016734615
"Hustle & Flow","7/22/2005",2800000,22201798,23590772,2.8,22.201798,23.590772,1.6733200530681511,4.711878394016552,0.4471580313422192,1.3463881469668006,4.857033250864153,1.3727421532575363
"Friday the 13th Part VII: The New Blood","5/13/1988",2800000,19170001,19170001,2.8,19.170001,19.170001,1.6733200530681511,4.378355969996044,0.4471580313422192,1.2826221355329646,4.378355969996044,1.2826221355329646
"Artie Lange's Beer League","9/15/2006",2800000,475000,475000,2.8,0.475,0.475,1.6733200530681511,0.689202437604511,0.4471580313422192,-0.3233063903751334,0.689202437604511,-0.3233063903751334
"The Wizard of Oz","8/25/1939",2777000,33711566,33711566,2.777,33.711566,33.711566,1.666433316997713,5.806166204992757,0.4435758797502576,1.527778927227646,5.806166204992757,1.527778927227646
"Diary of the Dead","2/15/2008",2750000,952620,5394447,2.75,0.95262,5.394447,1.6583123951777,0.9760225407233175,0.43933269383026263,-0.0210803048331849,2.3225948850369926,0.7319469305466292
"The Black Stallion","10/17/1979",2700000,37799643,37799643,2.7,37.799643,37.799643,1.6431676725154984,6.148141426480039,0.43136376415898736,1.5774876981477495,6.148141426480039,1.5774876981477495
"Ulee's Gold","6/13/1997",2700000,9054736,15600000,2.7,9.054736,15.6,1.6431676725154984,3.0091088381778417,0.43136376415898736,0.9568757925391298,3.9496835316262997,1.1931245983544616
"Lage Raho Munna Bhai","9/1/2006",2700000,2217561,31517561,2.7,2.217561,31.517561,1.6431676725154984,1.4891477428381645,0.43136376415898736,0.3458755751098638,5.614050320401484,1.4985526020527544
"Sardaar Ji","12/31/2015",2700000,0,8200000,2.7,0,8.2,1.6431676725154984,0,0.43136376415898736,,2.8635642126552705,0.9138138523837167
"Rejsen til Saturn","12/31/2008",2700000,0,5377665,2.7,0,5.377665,1.6431676725154984,0,0.43136376415898736,,2.318979301330652,0.7305937444877051
"Donovan's Reef","1/1/1963",2686000,6600000,6600000,2.686,6.6,6.6,1.6389020715100704,2.569046515733026,0.4291060083326965,0.8195439355418687,2.569046515733026,0.8195439355418687
"The Dress","1/16/1998",2650000,16556,16556,2.65,0.016556,0.016556,1.6278820596099706,0.12867012085173465,0.42324587393680785,-1.7810445822712777,0.12867012085173465,-1.7810445822712777
"A Guy Named Joe","12/24/1943",2627000,5363000,5363000,2.627,5.363,5.363,1.6208022704821214,2.3158151912447593,0.4194600727860702,0.7294077969630681,2.3158151912447593,0.7294077969630681
"Blazing Saddles","1/1/1974",2600000,119500000,119500000,2.6,119.5,119.5,1.61245154965971,10.931605554537724,0.414973347970818,2.0773679052841563,10.931605554537724,2.0773679052841563
"Friday the 13th Part IV: The Final Chapter","4/13/1984",2600000,30393007,30393007,2.6,30.393007,30.393007,1.61245154965971,5.512985307435528,0.414973347970818,1.4827736700997758,5.512985307435528,1.4827736700997758
"Ida","5/2/2014",2600000,3827060,15298355,2.6,3.82706,15.298355,1.61245154965971,1.9562872999638883,0.414973347970818,0.5828652710733755,3.9113111612348104,1.1846447345541284
"Maurice","1/1/1987",2600000,3130592,3130592,2.6,3.130592,3.130592,1.61245154965971,1.769347902477068,0.414973347970818,0.49562647109996966,1.769347902477068,0.49562647109996966
"Riding Giants","7/9/2004",2600000,2276368,3292333,2.6,2.276368,3.292333,1.61245154965971,1.5087637323318719,0.414973347970818,0.357242471892753,1.8144787130192517,0.5175037550786573
"Los Cronocrímenes","12/12/2008",2600000,39127,564474,2.6,0.039127,0.564474,1.61245154965971,0.19780545998530982,0.414973347970818,-1.4075234496559945,0.7513148474507875,-0.24835605713418712
"La Cara Oculta","12/31/2011",2600000,0,7033931,2.6,0,7.033931,1.61245154965971,0,0.414973347970818,,2.652155915477067,0.8471981037497283
"Timber Falls","12/7/2007",2600000,0,71248,2.6,0,0.071248,1.61245154965971,0,0.414973347970818,,0.26692320993124596,-1.1472273222128522
"Fat, Sick & Nearly Dead","4/1/2011",2600000,0,0,2.6,0,0,1.61245154965971,0,0.414973347970818,,0,
"Silver Medalist","12/31/2008",2600000,0,0,2.6,0,0,1.61245154965971,0,0.414973347970818,,0,
"Singin' in the Rain","4/10/1952",2540000,7200000,7200000,2.54,7.2,7.2,1.5937377450509227,2.6832815729997477,0.40483371661993806,0.8573324964312685,2.6832815729997477,0.8573324964312685
"A Haunted House","1/11/2013",2500000,40041683,59922558,2.5,40.041683,59.922558,1.5811388300841898,6.327849792781115,0.3979400086720376,1.6025123231092828,7.740966218761066,1.7775903444372803
"2016: Obamas America","7/13/2012",2500000,33349941,33349941,2.5,33.349941,33.349941,1.5811388300841898,5.774940778917131,0.3979400086720376,1.5230950699348138,5.774940778917131,1.5230950699348138
"Kevin Hart: Let Me Explain","7/3/2013",2500000,32244051,32327255,2.5,32.244051,32.327255,1.5811388300841898,5.678384541399076,0.3979400086720376,1.5084495993993225,5.68570620064034,1.509568828986275
"Garden State","7/28/2004",2500000,26782316,36028802,2.5,26.782316,36.028802,1.5811388300841898,5.175163379063505,0.3979400086720376,1.427848129902631,6.002399686791942,1.5566498215608349
"That Thing You Do!","10/4/1996",2500000,25809813,34509813,2.5,25.809813,34.509813,1.5811388300841898,5.08033591409072,0.3979400086720376,1.4117848579587344,5.874505340877647,1.5379426059652581
"Halloween II","10/30/1981",2500000,25533818,25533818,2.5,25.533818,25.533818,1.5811388300841898,5.05309984069185,0.3979400086720376,1.4071157584923621,5.05309984069185,1.4071157584923621
"Halloween 3: Season of the Witch","10/22/1982",2500000,14400000,14400000,2.5,14.4,14.4,1.5811388300841898,3.794733192202055,0.3979400086720376,1.1583624920952498,3.794733192202055,1.1583624920952498
"Religulous","10/1/2008",2500000,13011160,13881317,2.5,13.01116,13.881317,1.5811388300841898,3.60709855701227,0.3979400086720376,1.1143160174794349,3.725763948507742,1.1424306720769752
"Escape from the Planet of the Apes","1/1/1971",2500000,12300000,12300000,2.5,12.3,12.3,1.5811388300841898,3.5071355833500366,0.3979400086720376,1.089905111439398,3.5071355833500366,1.089905111439398
"Hud","5/29/1963",2500000,10000000,10000000,2.5,10,10,1.5811388300841898,3.1622776601683795,0.3979400086720376,1,3.1622776601683795,1
"The Spectacular Now","8/2/2013",2500000,6852971,6916951,2.5,6.852971,6.916951,1.5811388300841898,2.6178179845054164,0.3979400086720376,0.8358788939994137,2.630009695799618,0.8399146991274321
"My Own Private Idaho","9/29/1991",2500000,6401336,6401336,2.5,6.401336,6.401336,1.5811388300841898,2.5300861645406467,0.3979400086720376,0.8062706234957708,2.5300861645406467,0.8062706234957708
"Before Sunrise","1/27/1995",2500000,5184616,5523725,2.5,5.184616,5.523725,1.5811388300841898,2.276975186513898,0.3979400086720376,0.7147165957767865,2.3502606238457897,0.7422320489877985
"Robot & Frank","8/17/2012",2500000,3317468,4934356,2.5,3.317468,4.934356,1.5811388300841898,1.821391775538695,0.3979400086720376,0.5208067423908974,2.22134103640121,0.6932304794176259
"Sur Le Seuil","10/3/2003",2500000,2013052,2013052,2.5,2.013052,2.013052,1.5811388300841898,1.4188206370080751,0.3979400086720376,0.3038549934785089,1.4188206370080751,0.3038549934785089
"Jesus' Son","6/16/2000",2500000,1282084,1687548,2.5,1.282084,1.687548,1.5811388300841898,1.1322914819073753,0.3979400086720376,0.10791648036327861,1.2990565807538947,0.22725613459263802
"Saving Face","5/27/2005",2500000,1187266,1269705,2.5,1.187266,1.269705,1.5811388300841898,1.0896173640319797,0.3979400086720376,0.07454803099348625,1.1268118742718325,0.10370282981093207
"Brick Lane","6/20/2008",2500000,1094998,3838486,2.5,1.094998,3.838486,1.5811388300841898,1.046421521185416,0.3979400086720376,0.03941332594348228,1.9592054511969896,0.5841599609559357
"The Lost Medallion: The Adventures of Billy Stone","3/1/2013",2500000,549632,549632,2.5,0.549632,0.549632,1.5811388300841898,0.7413717016449981,0.3979400086720376,-0.2599279902519017,0.7413717016449981,-0.2599279902519017
"My Life Without Me","9/26/2003",2500000,432360,12267275,2.5,0.43236,12.267275,1.5811388300841898,0.6575408732542791,0.3979400086720376,-0.36415449182980664,3.5024669877102337,1.0887481011217077
"Marilyn Hotchkiss' Ballroom Dancing and Charm School","3/31/2006",2500000,341897,489960,2.5,0.341897,0.48996,1.5811388300841898,0.5847195909151668,0.3979400086720376,-0.46610470993508657,0.6999714279883144,-0.30983937402937806
"Super","4/1/2011",2500000,324138,590355,2.5,0.324138,0.590355,1.5811388300841898,0.5693311865689424,0.3979400086720376,-0.48927005189618605,0.7683456253535904,-0.2288867541601369
"Fuel","11/14/2008",2500000,174255,174255,2.5,0.174255,0.174255,1.5811388300841898,0.41743861824225126,0.3979400086720376,-0.7588147515871664,0.41743861824225126,-0.7588147515871664
"Valley of the Hearts Delight","4/9/2010",2500000,118666,118666,2.5,0.118666,0.118666,1.5811388300841898,0.344479317231093,0.3979400086720376,-0.9256736966102808,0.344479317231093,-0.9256736966102808
"The Other End of the Line","10/31/2008",2500000,115504,507446,2.5,0.115504,0.507446,1.5811388300841898,0.3398587942072413,0.3979400086720376,-0.9374029755307347,0.7123524408605616,-0.2946101665178011
"8: The Mormon Proposition","6/18/2010",2500000,100280,100280,2.5,0.10028,0.10028,1.5811388300841898,0.31667017541915754,0.3979400086720376,-0.9987856747138211,0.31667017541915754,-0.9987856747138211
"Sleep Dealer","4/17/2009",2500000,80136,108907,2.5,0.080136,0.108907,1.5811388300841898,0.28308302669005075,0.3979400086720376,-1.0961723392340232,0.3300106058901744,-0.962944205058998
"Eye of the Dolphin","8/24/2007",2500000,72210,72260,2.5,0.07221,0.07226,1.5811388300841898,0.2687191842797979,0.3979400086720376,-1.1414026550053076,0.26881220210399676,-1.1411020427679965
"Underdogs","8/16/2013",2500000,35017,35017,2.5,0.035017,0.035017,1.5811388300841898,0.187128298234126,0.3979400086720376,-1.4557210638280973,0.187128298234126,-1.4557210638280973
"Anatomie","9/8/2000",2500000,9598,9598,2.5,0.009598,0.009598,1.5811388300841898,0.09796938297243686,0.3979400086720376,-2.0178192544035976,0.09796938297243686,-2.0178192544035976
"Alien Uprising","6/21/2013",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"Sky Sharks","12/31/2017",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"Christmas Mail","12/31/2010",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"The Rise of the Krays","2/2/2016",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"Stung","7/3/2015",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"8 Days","10/13/2015",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"Antibirth","12/31/2016",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"The Calling","12/31/2009",2500000,0,0,2.5,0,0,1.5811388300841898,0,0.3979400086720376,,0,
"Go For It!","5/13/2011",2450000,180237,182358,2.45,0.180237,0.182358,1.5652475842498528,0.42454328401236074,0.3891660843645325,-0.7441560499476118,0.42703395649526515,-0.7390751795416199
"Get on the Bus","10/16/1996",2400000,5660056,5660056,2.4,5.660056,5.660056,1.5491933384829668,2.3790872199228006,0.38021124171160603,0.7528207280735495,2.3790872199228006,0.7528207280735495
"Thr3e","1/5/2007",2400000,1008849,1420418,2.4,1.008849,1.420418,1.5491933384829668,1.0044147549692806,0.38021124171160603,0.0038261678481413377,1.1918129047799406,0.15241616718571863
"Idiocracy","9/1/2006",2400000,444093,500296,2.4,0.444093,0.500296,1.5491933384829668,0.6664030312055911,0.38021124171160603,-0.35252607232358285,0.7073160538260106,-0.30077296940296344
"Always Woodstock","11/14/2014",2400000,0,0,2.4,0,0,1.5491933384829668,0,0.38021124171160603,,0,
"This is England","7/25/2007",2380000,327919,8739576,2.38,0.327919,8.739576,1.5427248620541512,0.5726421220972136,0.37657695705651195,-0.4842334190851387,2.956277388879467,0.9414903633750156
"Bathing Beauty","1/1/1944",2361000,3500000,3500000,2.361,3.5,3.5,1.536554587380481,1.8708286933869707,0.37309598707872704,0.5440680443502757,1.8708286933869707,0.5440680443502757
"Do You Believe?","3/20/2015",2300000,12985600,14305540,2.3,12.9856,14.30554,1.51657508881031,3.6035538014576667,0.36172783601759284,1.1134620210172332,3.7822665162571503,1.1555042560311035
"Show Boat","9/24/1951",2300000,11000000,11000000,2.3,11,11,1.51657508881031,3.3166247903554,0.36172783601759284,1.0413926851582251,3.3166247903554,1.0413926851582251
"Dancer, Texas Pop. 81","5/1/1998",2300000,565592,565592,2.3,0.565592,0.565592,1.51657508881031,0.7520585083622151,0.36172783601759284,-0.2474967420336934,0.7520585083622151,-0.2474967420336934
"Redemption Road","8/26/2011",2300000,29384,29384,2.3,0.029384,0.029384,1.51657508881031,0.17141761869772898,0.36172783601759284,-1.5318890846627626,0.17141761869772898,-1.5318890846627626
"The Toxic Avenger Part II","4/15/2015",2300000,0,0,2.3,0,0,1.51657508881031,0,0.36172783601759284,,0,
"The Brave  Little Toaster","6/19/1987",2300000,0,0,2.3,0,0,1.51657508881031,0,0.36172783601759284,,0,
"Eden","1/19/2016",2300000,0,0,2.3,0,0,1.51657508881031,0,0.36172783601759284,,0,
"Fantasia","11/13/1940",2280000,83320000,83320000,2.28,83.32,83.32,1.5099668870541498,9.12797896579522,0.35793484700045375,1.9207492612757082,9.12797896579522,1.9207492612757082
"Friday the 13th Part 3","8/13/1982",2250000,33985198,33985198,2.25,33.985198,33.985198,1.5,5.829682495642451,0.3521825181113625,1.531289804493882,5.829682495642451,1.531289804493882
